ID STAR;SGidSourceEnt
145450;UBFC_ADUM_ UBFC_85869
134004;UBFC_ADUM_ UBFC_85867
170868;UBFC_ADUM_ UBFC_85807
181119;UBFC_ADUM_ UBFC_85589
134087;UBFC_ADUM_ UBFC_85372
170717;UBFC_ADUM_ UBFC_85369
131002;UBFC_ADUM_ UBFC_85309
126454;UBFC_ADUM_ UBFC_85307
102898;UBFC_ADUM_ UBFC_85292
129512;UBFC_ADUM_ UBFC_85287
127957;UBFC_ADUM_ UBFC_85282
106473;UBFC_ADUM_ UBFC_85190
113485;UBFC_ADUM_ UBFC_85150
129817;UBFC_ADUM_ UBFC_85148
102923;UBFC_ADUM_ UBFC_85106
130220;UBFC_ADUM_ UBFC_85098
116309;UBFC_ADUM_ UBFC_85094
129388;UBFC_ADUM_ UBFC_85093
117435;UBFC_ADUM_ UBFC_85092
105650;UBFC_ADUM_ UBFC_85091
104526;UBFC_ADUM_ UBFC_85090
107165;UBFC_ADUM_ UBFC_85089
102904;UBFC_ADUM_ UBFC_85083
102921;UBFC_ADUM_ UBFC_85081
142214;UBFC_ADUM_ UBFC_85080
116764;UBFC_ADUM_ UBFC_85078
134874;UBFC_ADUM_ UBFC_85077
118894;UBFC_ADUM_ UBFC_85076
134037;UBFC_ADUM_ UBFC_85075
128219;UBFC_ADUM_ UBFC_85074
102896;UBFC_ADUM_ UBFC_85073
113399;UBFC_ADUM_ UBFC_85071
104322;UBFC_ADUM_ UBFC_85070
135158;UBFC_ADUM_ UBFC_85069
108432;UBFC_ADUM_ UBFC_85068
105356;UBFC_ADUM_ UBFC_85067
102890;UBFC_ADUM_ UBFC_85066
126409;UBFC_ADUM_ UBFC_85065
103713;UBFC_ADUM_ UBFC_85064
102888;UBFC_ADUM_ UBFC_85063
124426;UBFC_ADUM_ UBFC_85062
106414;UBFC_ADUM_ UBFC_85061
110872;UBFC_ADUM_ UBFC_85060
135059;UBFC_ADUM_ UBFC_85058
102886;UBFC_ADUM_ UBFC_85057
102885;UBFC_ADUM_ UBFC_85056
127737;UBFC_ADUM_ UBFC_85055
130394;UBFC_ADUM_ UBFC_85053
110974;UBFC_ADUM_ UBFC_85052
112610;UBFC_ADUM_ UBFC_85051
114312;UBFC_ADUM_ UBFC_85050
183358;UBFC_ADUM_ UBFC_85049
143909;UBFC_ADUM_ UBFC_85047
125806;UBFC_ADUM_ UBFC_85045
103500;UBFC_ADUM_ UBFC_85044
130670;UBFC_ADUM_ UBFC_85043
108988;UBFC_ADUM_ UBFC_85042
115027;UBFC_ADUM_ UBFC_85040
120395;UBFC_ADUM_ UBFC_85037
114282;UBFC_ADUM_ UBFC_85036
119158;UBFC_ADUM_ UBFC_85035
147053;UBFC_ADUM_ UBFC_85034
120396;UBFC_ADUM_ UBFC_85033
110853;UBFC_ADUM_ UBFC_85032
126391;UBFC_ADUM_ UBFC_85031
112607;UBFC_ADUM_ UBFC_85030
113527;UBFC_ADUM_ UBFC_85029
126393;UBFC_ADUM_ UBFC_85028
130221;UBFC_ADUM_ UBFC_85026
105667;UBFC_ADUM_ UBFC_85025
107542;UBFC_ADUM_ UBFC_85023
134926;UBFC_ADUM_ UBFC_85022
130024;UBFC_ADUM_ UBFC_85021
102846;UBFC_ADUM_ UBFC_85019
106037;UBFC_ADUM_ UBFC_85015
110864;UBFC_ADUM_ UBFC_85014
109804;UBFC_ADUM_ UBFC_85010
128540;UBFC_ADUM_ UBFC_85009
102833;UBFC_ADUM_ UBFC_85005
140260;UBFC_ADUM_ UBFC_85004
110971;UBFC_ADUM_ UBFC_85003
125805;UBFC_ADUM_ UBFC_85002
110775;UBFC_ADUM_ UBFC_85001
112634;UBFC_ADUM_ UBFC_85000
113123;UBFC_ADUM_ UBFC_84999
102843;UBFC_ADUM_ UBFC_84998
112633;UBFC_ADUM_ UBFC_84996
117971;UBFC_ADUM_ UBFC_84994
125790;UBFC_ADUM_ UBFC_84991
135179;UBFC_ADUM_ UBFC_84990
105994;UBFC_ADUM_ UBFC_84989
115005;UBFC_ADUM_ UBFC_84910
106323;UBFC_ADUM_ UBFC_84903
146972;UBFC_ADUM_ UBFC_84902
142388;UBFC_ADUM_ UBFC_84901
144923;UBFC_ADUM_ UBFC_84899
138989;UBFC_ADUM_ UBFC_84805
173534;UBFC_ADUM_ UBFC_84804
145742;UBFC_ADUM_ UBFC_84803
146682;UBFC_ADUM_ UBFC_84802
134961;UBFC_ADUM_ UBFC_84599
120906;UBFC_ADUM_ UBFC_84597
106253;UBFC_ADUM_ UBFC_84596
132075;UBFC_ADUM_ UBFC_84577
131984;UBFC_ADUM_ UBFC_84557
104528;UBFC_ADUM_ UBFC_84547
102831;UBFC_ADUM_ UBFC_84544
147597;UBFC_ADUM_ UBFC_84509
107138;UBFC_ADUM_ UBFC_84460
141328;UBFC_ADUM_ UBFC_84459
131182;UBFC_ADUM_ UBFC_84458
173237;UBFC_ADUM_ UBFC_84447
141013;UBFC_ADUM_ UBFC_84416
127008;UBFC_ADUM_ UBFC_84415
131316;UBFC_ADUM_ UBFC_84412
113495;UBFC_ADUM_ UBFC_84409
131334;UBFC_ADUM_ UBFC_84398
131628;UBFC_ADUM_ UBFC_84394
179535;UBFC_ADUM_ UBFC_84372
132885;UBFC_ADUM_ UBFC_84330
146702;UBFC_ADUM_ UBFC_84312
107883;UBFC_ADUM_ UBFC_84284
131145;UBFC_ADUM_ UBFC_84272
153301;UBFC_ADUM_ UBFC_84190
127882;UBFC_ADUM_ UBFC_84177
141308;UBFC_ADUM_ UBFC_84153
126382;UBFC_ADUM_ UBFC_84149
138557;UBFC_ADUM_ UBFC_84131
112623;UBFC_ADUM_ UBFC_84078
114026;UBFC_ADUM_ UBFC_84025
141823;UBFC_ADUM_ UBFC_84023
137178;UBFC_ADUM_ UBFC_84011
131040;UBFC_ADUM_ UBFC_83984
122273;UBFC_ADUM_ UBFC_83970
133981;UBFC_ADUM_ UBFC_83968
126150;UBFC_ADUM_ UBFC_83959
138390;UBFC_ADUM_ UBFC_83956
130397;UBFC_ADUM_ UBFC_83924
145553;UBFC_ADUM_ UBFC_83922
131947;UBFC_ADUM_ UBFC_83921
126161;UBFC_ADUM_ UBFC_83907
126712;UBFC_ADUM_ UBFC_83902
138606;UBFC_ADUM_ UBFC_83901
107497;UBFC_ADUM_ UBFC_83900
102565;UBFC_ADUM_ UBFC_83849
167338;UBFC_ADUM_ UBFC_83848
136924;UBFC_ADUM_ UBFC_83844
157905;UBFC_ADUM_ UBFC_83843
105449;UBFC_ADUM_ UBFC_83752
132063;UBFC_ADUM_ UBFC_83742
126364;UBFC_ADUM_ UBFC_83738
136523;UBFC_ADUM_ UBFC_83734
114649;UBFC_ADUM_ UBFC_83733
137054;UBFC_ADUM_ UBFC_83731
130700;UBFC_ADUM_ UBFC_83726
138926;UBFC_ADUM_ UBFC_83718
117446;UBFC_ADUM_ UBFC_83714
137053;UBFC_ADUM_ UBFC_83691
123316;UBFC_ADUM_ UBFC_83666
131657;UBFC_ADUM_ UBFC_83661
171377;UBFC_ADUM_ UBFC_83603
163157;UBFC_ADUM_ UBFC_83581
128520;UBFC_ADUM_ UBFC_83554
131627;UBFC_ADUM_ UBFC_83530
124192;UBFC_ADUM_ UBFC_83478
175895;UBFC_ADUM_ UBFC_83403
183003;UBFC_ADUM_ UBFC_83398
157178;UBFC_ADUM_ UBFC_83390
142121;UBFC_ADUM_ UBFC_83388
172635;UBFC_ADUM_ UBFC_83365
119903;UBFC_ADUM_ UBFC_83364
109046;UBFC_ADUM_ UBFC_83292
131728;UBFC_ADUM_ UBFC_83289
130633;UBFC_ADUM_ UBFC_83215
108348;UBFC_ADUM_ UBFC_83155
130200;UBFC_ADUM_ UBFC_83147
153595;UBFC_ADUM_ UBFC_83107
139407;UBFC_ADUM_ UBFC_83106
136261;UBFC_ADUM_ UBFC_83044
107635;UBFC_ADUM_ UBFC_83039
103858;UBFC_ADUM_ UBFC_83034
108123;UBFC_ADUM_ UBFC_83030
129428;UBFC_ADUM_ UBFC_83023
125945;UBFC_ADUM_ UBFC_83020
174658;UBFC_ADUM_ UBFC_83017
166144;UBFC_ADUM_ UBFC_83014
129829;UBFC_ADUM_ UBFC_82996
137490;UBFC_ADUM_ UBFC_82995
102830;UBFC_ADUM_ UBFC_82994
113501;UBFC_ADUM_ UBFC_82986
113478;UBFC_ADUM_ UBFC_82982
138383;UBFC_ADUM_ UBFC_82977
107424;UBFC_ADUM_ UBFC_82975
109569;UBFC_ADUM_ UBFC_82973
103627;UBFC_ADUM_ UBFC_82970
107225;UBFC_ADUM_ UBFC_82964
122720;UBFC_ADUM_ UBFC_82900
110856;UBFC_ADUM_ UBFC_82885
130791;UBFC_ADUM_ UBFC_82873
109555;UBFC_ADUM_ UBFC_82845
146477;UBFC_ADUM_ UBFC_82838
172287;UBFC_ADUM_ UBFC_82823
137548;UBFC_ADUM_ UBFC_82817
130314;UBFC_ADUM_ UBFC_82771
148753;UBFC_ADUM_ UBFC_82770
124430;UBFC_ADUM_ UBFC_82742
167435;UBFC_ADUM_ UBFC_82734
129713;UBFC_ADUM_ UBFC_82733
109689;UBFC_ADUM_ UBFC_82697
106019;UBFC_ADUM_ UBFC_82683
114641;UBFC_ADUM_ UBFC_82681
130621;UBFC_ADUM_ UBFC_82680
136681;UBFC_ADUM_ UBFC_82679
135052;UBFC_ADUM_ UBFC_82610
102877;UBFC_ADUM_ UBFC_82574
107075;UBFC_ADUM_ UBFC_82569
121806;UBFC_ADUM_ UBFC_82566
111727;UBFC_ADUM_ UBFC_82561
147411;UBFC_ADUM_ UBFC_82531
109095;UBFC_ADUM_ UBFC_82518
102856;UBFC_ADUM_ UBFC_82403
113205;UBFC_ADUM_ UBFC_82400
147477;UBFC_ADUM_ UBFC_82395
171676;UBFC_ADUM_ UBFC_82373
106393;UBFC_ADUM_ UBFC_82078
166186;UBFC_ADUM_ UBFC_82077
149268;UBFC_ADUM_ UBFC_81997
120522;UBFC_ADUM_ UBFC_81994
102853;UBFC_ADUM_ UBFC_81992
117240;UBFC_ADUM_ UBFC_81991
129870;UBFC_ADUM_ UBFC_81989
146584;UBFC_ADUM_ UBFC_81988
131504;UBFC_ADUM_ UBFC_81987
116626;UBFC_ADUM_ UBFC_81892
105730;UBFC_ADUM_ UBFC_81891
103270;UBFC_ADUM_ UBFC_81883
130589;UBFC_ADUM_ UBFC_81880
120973;UBFC_ADUM_ UBFC_81879
102837;UBFC_ADUM_ UBFC_81878
126805;UBFC_ADUM_ UBFC_81874
113503;UBFC_ADUM_ UBFC_81862
108999;UBFC_ADUM_ UBFC_81860
109005;UBFC_ADUM_ UBFC_81857
165551;UBFC_ADUM_ UBFC_81848
114652;UBFC_ADUM_ UBFC_81847
125753;UBFC_ADUM_ UBFC_81825
146359;UBFC_ADUM_ UBFC_81752
113975;UBFC_ADUM_ UBFC_81748
144932;UBFC_ADUM_ UBFC_81746
139494;UBFC_ADUM_ UBFC_81729
109140;UBFC_ADUM_ UBFC_81728
130514;UBFC_ADUM_ UBFC_81726
124261;UBFC_ADUM_ UBFC_81725
143699;UBFC_ADUM_ UBFC_81719
109705;UBFC_ADUM_ UBFC_81709
132594;UBFC_ADUM_ UBFC_81633
112693;UBFC_ADUM_ UBFC_81545
126710;UBFC_ADUM_ UBFC_81544
143405;UBFC_ADUM_ UBFC_81543
130873;UBFC_ADUM_ UBFC_81542
129712;UBFC_ADUM_ UBFC_81541
134719;UBFC_ADUM_ UBFC_81389
137137;UBFC_ADUM_ UBFC_81388
124712;UBFC_ADUM_ UBFC_81386
131470;UBFC_ADUM_ UBFC_81384
140926;UBFC_ADUM_ UBFC_81383
131269;UBFC_ADUM_ UBFC_81381
103843;UBFC_ADUM_ UBFC_81322
138973;UBFC_ADUM_ UBFC_81243
130135;UBFC_ADUM_ UBFC_81219
130367;UBFC_ADUM_ UBFC_81218
129444;UBFC_ADUM_ UBFC_81212
108360;UBFC_ADUM_ UBFC_81146
162907;UBFC_ADUM_ UBFC_81109
125000;UBFC_ADUM_ UBFC_81108
137187;UBFC_ADUM_ UBFC_81107
114418;UBFC_ADUM_ UBFC_81068
113512;UBFC_ADUM_ UBFC_81055
106694;UBFC_ADUM_ UBFC_81051
126892;UBFC_ADUM_ UBFC_81016
131807;UBFC_ADUM_ UBFC_80931
109706;UBFC_ADUM_ UBFC_80930
117751;UBFC_ADUM_ UBFC_80911
102926;UBFC_ADUM_ UBFC_80905
102906;UBFC_ADUM_ UBFC_80902
103246;UBFC_ADUM_ UBFC_80901
119130;UBFC_ADUM_ UBFC_80899
125266;UBFC_ADUM_ UBFC_80895
102901;UBFC_ADUM_ UBFC_80892
120972;UBFC_ADUM_ UBFC_80885
109141;UBFC_ADUM_ UBFC_80871
114126;UBFC_ADUM_ UBFC_80868
102861;UBFC_ADUM_ UBFC_80794
134933;UBFC_ADUM_ UBFC_80792
120983;UBFC_ADUM_ UBFC_80695
121467;UBFC_ADUM_ UBFC_80693
134095;UBFC_ADUM_ UBFC_80689
103585;UBFC_ADUM_ UBFC_80688
107001;UBFC_ADUM_ UBFC_80662
135505;UBFC_ADUM_ UBFC_80654
126411;UBFC_ADUM_ UBFC_80538
131300;UBFC_ADUM_ UBFC_80518
129701;UBFC_ADUM_ UBFC_80517
102927;UBFC_ADUM_ UBFC_80516
130520;UBFC_ADUM_ UBFC_80515
102844;UBFC_ADUM_ UBFC_80513
143822;UBFC_ADUM_ UBFC_80509
128508;UBFC_ADUM_ UBFC_80503
138253;UBFC_ADUM_ UBFC_80500
122942;UBFC_ADUM_ UBFC_80493
102852;UBFC_ADUM_ UBFC_80490
102834;UBFC_ADUM_ UBFC_80453
125813;UBFC_ADUM_ UBFC_80449
106258;UBFC_ADUM_ UBFC_80445
126961;UBFC_ADUM_ UBFC_80443
171962;UBFC_ADUM_ UBFC_80395
107600;UBFC_ADUM_ UBFC_80389
102889;UBFC_ADUM_ UBFC_80373
117956;UBFC_ADUM_ UBFC_80361
103100;UBFC_ADUM_ UBFC_80294
126067;UBFC_ADUM_ UBFC_80293
141375;UBFC_ADUM_ UBFC_80291
152472;UBFC_ADUM_ UBFC_80290
126005;UBFC_ADUM_ UBFC_80289
130776;UBFC_ADUM_ UBFC_80288
128505;UBFC_ADUM_ UBFC_80287
125682;UBFC_ADUM_ UBFC_80286
109635;UBFC_ADUM_ UBFC_80257
149196;UBFC_ADUM_ UBFC_80233
106351;UBFC_ADUM_ UBFC_80169
141326;UBFC_ADUM_ UBFC_80167
130213;UBFC_ADUM_ UBFC_80153
139947;UBFC_ADUM_ UBFC_80142
170464;UBFC_ADUM_ UBFC_80111
131597;UBFC_ADUM_ UBFC_80096
131879;UBFC_ADUM_ UBFC_80052
180621;UBFC_ADUM_ UBFC_80050
127845;UBFC_ADUM_ UBFC_80043
121804;UBFC_ADUM_ UBFC_80025
107098;UBFC_ADUM_ UBFC_80000
108530;UBFC_ADUM_ UBFC_79978
131297;UBFC_ADUM_ UBFC_79977
126606;UBFC_ADUM_ UBFC_79958
139863;UBFC_ADUM_ UBFC_79949
123140;UBFC_ADUM_ UBFC_79853
129853;UBFC_ADUM_ UBFC_79825
109688;UBFC_ADUM_ UBFC_79819
154761;UBFC_ADUM_ UBFC_79818
138138;UBFC_ADUM_ UBFC_79817
112017;UBFC_ADUM_ UBFC_79816
130203;UBFC_ADUM_ UBFC_79812
127523;UBFC_ADUM_ UBFC_79782
121266;UBFC_ADUM_ UBFC_79781
140606;UBFC_ADUM_ UBFC_79750
136829;UBFC_ADUM_ UBFC_79742
136226;UBFC_ADUM_ UBFC_79739
137085;UBFC_ADUM_ UBFC_79737
124358;UBFC_ADUM_ UBFC_79735
123684;UBFC_ADUM_ UBFC_79706
130374;UBFC_ADUM_ UBFC_79668
153567;UBFC_ADUM_ UBFC_79666
127010;UBFC_ADUM_ UBFC_79665
124077;UBFC_ADUM_ UBFC_79662
136889;UBFC_ADUM_ UBFC_79647
102845;UBFC_ADUM_ UBFC_79573
144785;UBFC_ADUM_ UBFC_79554
116121;UBFC_ADUM_ UBFC_79530
116119;UBFC_ADUM_ UBFC_79529
105715;UBFC_ADUM_ UBFC_79528
141724;UBFC_ADUM_ UBFC_79482
130063;UBFC_ADUM_ UBFC_79452
172336;UBFC_ADUM_ UBFC_79445
130936;UBFC_ADUM_ UBFC_79442
102838;UBFC_ADUM_ UBFC_79433
148990;UBFC_ADUM_ UBFC_79431
126094;UBFC_ADUM_ UBFC_79415
141383;UBFC_ADUM_ UBFC_79374
127738;UBFC_ADUM_ UBFC_79340
148049;UBFC_ADUM_ UBFC_79303
127089;UBFC_ADUM_ UBFC_79265
151833;UBFC_ADUM_ UBFC_79258
129860;UBFC_ADUM_ UBFC_79257
141323;UBFC_ADUM_ UBFC_79251
111820;UBFC_ADUM_ UBFC_79248
173089;UBFC_ADUM_ UBFC_79234
139684;UBFC_ADUM_ UBFC_79233
145109;UBFC_ADUM_ UBFC_79136
156920;UBFC_ADUM_ UBFC_79134
134519;UBFC_ADUM_ UBFC_79129
171448;UBFC_ADUM_ UBFC_78991
103878;UBFC_ADUM_ UBFC_78941
105560;UBFC_ADUM_ UBFC_78934
113841;UBFC_ADUM_ UBFC_78931
140865;UBFC_ADUM_ UBFC_78930
106255;UBFC_ADUM_ UBFC_78929
105169;UBFC_ADUM_ UBFC_78928
116271;UBFC_ADUM_ UBFC_78927
102510;UBFC_ADUM_ UBFC_78921
102925;UBFC_ADUM_ UBFC_78920
126414;UBFC_ADUM_ UBFC_78919
102512;UBFC_ADUM_ UBFC_78918
126538;UBFC_ADUM_ UBFC_78917
113840;UBFC_ADUM_ UBFC_78914
102920;UBFC_ADUM_ UBFC_78913
124142;UBFC_ADUM_ UBFC_78912
110346;UBFC_ADUM_ UBFC_78911
112696;UBFC_ADUM_ UBFC_78910
103242;UBFC_ADUM_ UBFC_78904
102900;UBFC_ADUM_ UBFC_78901
102899;UBFC_ADUM_ UBFC_78900
102513;UBFC_ADUM_ UBFC_78898
125661;UBFC_ADUM_ UBFC_78897
127344;UBFC_ADUM_ UBFC_78896
104525;UBFC_ADUM_ UBFC_78892
120071;UBFC_ADUM_ UBFC_78891
113824;UBFC_ADUM_ UBFC_78890
105808;UBFC_ADUM_ UBFC_78889
122924;UBFC_ADUM_ UBFC_78888
110405;UBFC_ADUM_ UBFC_78886
102809;UBFC_ADUM_ UBFC_78884
113826;UBFC_ADUM_ UBFC_78883
105190;UBFC_ADUM_ UBFC_78882
122406;UBFC_ADUM_ UBFC_78880
102894;UBFC_ADUM_ UBFC_78879
103805;UBFC_ADUM_ UBFC_78878
113278;UBFC_ADUM_ UBFC_78877
113536;UBFC_ADUM_ UBFC_78876
102937;UBFC_ADUM_ UBFC_78875
123139;UBFC_ADUM_ UBFC_78873
125280;UBFC_ADUM_ UBFC_78872
125750;UBFC_ADUM_ UBFC_78871
102873;UBFC_ADUM_ UBFC_78870
102528;UBFC_ADUM_ UBFC_78869
123802;UBFC_ADUM_ UBFC_78868
125723;UBFC_ADUM_ UBFC_78867
136228;UBFC_ADUM_ UBFC_78866
109107;UBFC_ADUM_ UBFC_78865
119161;UBFC_ADUM_ UBFC_78861
102872;UBFC_ADUM_ UBFC_78858
120424;UBFC_ADUM_ UBFC_78857
125936;UBFC_ADUM_ UBFC_78856
127058;UBFC_ADUM_ UBFC_78854
113839;UBFC_ADUM_ UBFC_78852
117902;UBFC_ADUM_ UBFC_78850
102868;UBFC_ADUM_ UBFC_78846
102526;UBFC_ADUM_ UBFC_78844
122383;UBFC_ADUM_ UBFC_78843
127948;UBFC_ADUM_ UBFC_78842
117434;UBFC_ADUM_ UBFC_78841
102864;UBFC_ADUM_ UBFC_78836
120426;UBFC_ADUM_ UBFC_78835
111043;UBFC_ADUM_ UBFC_78833
114163;UBFC_ADUM_ UBFC_78832
113375;UBFC_ADUM_ UBFC_78830
110483;UBFC_ADUM_ UBFC_78829
133315;UBFC_ADUM_ UBFC_78827
120189;UBFC_ADUM_ UBFC_78825
113817;UBFC_ADUM_ UBFC_78824
115302;UBFC_ADUM_ UBFC_78822
102850;UBFC_ADUM_ UBFC_78821
120075;UBFC_ADUM_ UBFC_78820
119920;UBFC_ADUM_ UBFC_78818
102848;UBFC_ADUM_ UBFC_78817
119064;UBFC_ADUM_ UBFC_78816
120423;UBFC_ADUM_ UBFC_78815
111382;UBFC_ADUM_ UBFC_78813
109546;UBFC_ADUM_ UBFC_78812
120940;UBFC_ADUM_ UBFC_78806
106472;UBFC_ADUM_ UBFC_78805
114308;UBFC_ADUM_ UBFC_78804
128597;UBFC_ADUM_ UBFC_78803
111237;UBFC_ADUM_ UBFC_78802
126717;UBFC_ADUM_ UBFC_78801
118834;UBFC_ADUM_ UBFC_78800
123787;UBFC_ADUM_ UBFC_78799
121626;UBFC_ADUM_ UBFC_78797
117970;UBFC_ADUM_ UBFC_78796
106471;UBFC_ADUM_ UBFC_78751
114311;UBFC_ADUM_ UBFC_78749
105209;UBFC_ADUM_ UBFC_78747
111813;UBFC_ADUM_ UBFC_78727
102527;UBFC_ADUM_ UBFC_78718
114162;UBFC_ADUM_ UBFC_78717
104515;UBFC_ADUM_ UBFC_78715
102511;UBFC_ADUM_ UBFC_78714
102860;UBFC_ADUM_ UBFC_78713
108511;UBFC_ADUM_ UBFC_78704
129130;UBFC_ADUM_ UBFC_78703
125920;UBFC_ADUM_ UBFC_78560
109967;UBFC_ADUM_ UBFC_78514
146711;UBFC_ADUM_ UBFC_78513
123816;UBFC_ADUM_ UBFC_78509
124313;UBFC_ADUM_ UBFC_78508
157206;UBFC_ADUM_ UBFC_78507
126134;UBFC_ADUM_ UBFC_78491
111192;UBFC_ADUM_ UBFC_78371
120298;UBFC_ADUM_ UBFC_78368
116120;UBFC_ADUM_ UBFC_78367
146940;UBFC_ADUM_ UBFC_78304
121685;UBFC_ADUM_ UBFC_78296
102878;UBFC_ADUM_ UBFC_78294
120891;UBFC_ADUM_ UBFC_78293
107108;UBFC_ADUM_ UBFC_78292
102869;UBFC_ADUM_ UBFC_78290
128145;UBFC_ADUM_ UBFC_78282
116056;UBFC_ADUM_ UBFC_78279
102879;UBFC_ADUM_ UBFC_78278
128519;UBFC_ADUM_ UBFC_78276
142629;UBFC_ADUM_ UBFC_78275
131384;UBFC_ADUM_ UBFC_78274
122149;UBFC_ADUM_ UBFC_78272
121826;UBFC_ADUM_ UBFC_78265
104561;UBFC_ADUM_ UBFC_78262
102905;UBFC_ADUM_ UBFC_78254
102928;UBFC_ADUM_ UBFC_78253
102882;UBFC_ADUM_ UBFC_78252
102743;UBFC_ADUM_ UBFC_78250
116361;UBFC_ADUM_ UBFC_78247
126800;UBFC_ADUM_ UBFC_78243
116124;UBFC_ADUM_ UBFC_78241
122051;UBFC_ADUM_ UBFC_78240
125699;UBFC_ADUM_ UBFC_78238
102922;UBFC_ADUM_ UBFC_78235
105450;UBFC_ADUM_ UBFC_78231
119596;UBFC_ADUM_ UBFC_78214
156379;UBFC_ADUM_ UBFC_78213
103527;UBFC_ADUM_ UBFC_78211
106060;UBFC_ADUM_ UBFC_78207
105232;UBFC_ADUM_ UBFC_78206
109542;UBFC_ADUM_ UBFC_78204
103890;UBFC_ADUM_ UBFC_78203
111590;UBFC_ADUM_ UBFC_78202
107317;UBFC_ADUM_ UBFC_78200
106102;UBFC_ADUM_ UBFC_78198
104122;UBFC_ADUM_ UBFC_78197
105085;UBFC_ADUM_ UBFC_78196
108509;UBFC_ADUM_ UBFC_78194
105296;UBFC_ADUM_ UBFC_78180
102875;UBFC_ADUM_ UBFC_78174
116888;UBFC_ADUM_ UBFC_78166
134272;UBFC_ADUM_ UBFC_78164
132134;UBFC_ADUM_ UBFC_78139
130008;UBFC_ADUM_ UBFC_78137
102919;UBFC_ADUM_ UBFC_78136
109045;UBFC_ADUM_ UBFC_78131
111570;UBFC_ADUM_ UBFC_78122
105301;UBFC_ADUM_ UBFC_78095
113559;UBFC_ADUM_ UBFC_78094
102874;UBFC_ADUM_ UBFC_78093
113330;UBFC_ADUM_ UBFC_78080
133488;UBFC_ADUM_ UBFC_78071
102891;UBFC_ADUM_ UBFC_78056
102924;UBFC_ADUM_ UBFC_78055
111437;UBFC_ADUM_ UBFC_78054
123065;UBFC_ADUM_ UBFC_78053
128241;UBFC_ADUM_ UBFC_78052
122125;UBFC_ADUM_ UBFC_78050
134150;UBFC_ADUM_ UBFC_78040
111910;UBFC_ADUM_ UBFC_78039
114300;UBFC_ADUM_ UBFC_78031
107109;UBFC_ADUM_ UBFC_78030
122161;UBFC_ADUM_ UBFC_78019
102851;UBFC_ADUM_ UBFC_78018
116363;UBFC_ADUM_ UBFC_78017
104432;UBFC_ADUM_ UBFC_78012
162169;UBFC_ADUM_ UBFC_77997
118234;UBFC_ADUM_ UBFC_77996
109492;UBFC_ADUM_ UBFC_77995
117957;UBFC_ADUM_ UBFC_77968
132309;UBFC_ADUM_ UBFC_77949
140207;UBFC_ADUM_ UBFC_77946
120885;UBFC_ADUM_ UBFC_77945
116285;UBFC_ADUM_ UBFC_77944
102732;UBFC_ADUM_ UBFC_77941
131969;UBFC_ADUM_ UBFC_77847
102895;UBFC_ADUM_ UBFC_77841
116982;UBFC_ADUM_ UBFC_77839
126685;UBFC_ADUM_ UBFC_77837
103076;UBFC_ADUM_ UBFC_77789
114269;UBFC_ADUM_ UBFC_77786
126792;UBFC_ADUM_ UBFC_77785
116466;UBFC_ADUM_ UBFC_77784
157182;UBFC_ADUM_ UBFC_77772
107117;UBFC_ADUM_ UBFC_77770
102855;UBFC_ADUM_ UBFC_77765
126931;UBFC_ADUM_ UBFC_77760
123863;UBFC_ADUM_ UBFC_77759
139806;UBFC_ADUM_ UBFC_77754
116055;UBFC_ADUM_ UBFC_77743
106505;UBFC_ADUM_ UBFC_77740
105388;UBFC_ADUM_ UBFC_77718
102835;UBFC_ADUM_ UBFC_77711
120148;UBFC_ADUM_ UBFC_77588
122389;UBFC_ADUM_ UBFC_77587
122141;UBFC_ADUM_ UBFC_77575
146698;UBFC_ADUM_ UBFC_77574
114637;UBFC_ADUM_ UBFC_77573
111555;UBFC_ADUM_ UBFC_77569
105780;UBFC_ADUM_ UBFC_77568
150765;UBFC_ADUM_ UBFC_77566
111014;UBFC_ADUM_ UBFC_77565
107496;UBFC_ADUM_ UBFC_77563
109708;UBFC_ADUM_ UBFC_77549
127525;UBFC_ADUM_ UBFC_77525
114277;UBFC_ADUM_ UBFC_77523
107818;UBFC_ADUM_ UBFC_77521
102897;UBFC_ADUM_ UBFC_77519
102929;UBFC_ADUM_ UBFC_77516
110955;UBFC_ADUM_ UBFC_77514
123524;UBFC_ADUM_ UBFC_77504
122150;UBFC_ADUM_ UBFC_77502
130398;UBFC_ADUM_ UBFC_77500
118848;UBFC_ADUM_ UBFC_77499
110924;UBFC_ADUM_ UBFC_77497
146150;UBFC_ADUM_ UBFC_77495
111911;UBFC_ADUM_ UBFC_77494
122271;UBFC_ADUM_ UBFC_77492
120246;UBFC_ADUM_ UBFC_77488
124875;UBFC_ADUM_ UBFC_77486
130654;UBFC_ADUM_ UBFC_77484
105317;UBFC_ADUM_ UBFC_77482
116122;UBFC_ADUM_ UBFC_77481
102871;UBFC_ADUM_ UBFC_77448
116703;UBFC_ADUM_ UBFC_77446
116300;UBFC_ADUM_ UBFC_77443
104709;UBFC_ADUM_ UBFC_77438
102847;UBFC_ADUM_ UBFC_77436
156942;UBFC_ADUM_ UBFC_77435
102876;UBFC_ADUM_ UBFC_77431
126565;UBFC_ADUM_ UBFC_77425
125698;UBFC_ADUM_ UBFC_77423
102862;UBFC_ADUM_ UBFC_77391
154454;UBFC_ADUM_ UBFC_77344
156913;UBFC_ADUM_ UBFC_77219
122128;UBFC_ADUM_ UBFC_77217
