Id;OLD_COD_IND;ETAB;COD_IND
133844;21004069;UNIP;174391
133845;21717999;UNIP;281446
133846;21103939;UNIP;187865
133847;21714136;UNIP;278084
133848;21001113;UNIP;172064
133849;21103685;UNIP;187664
133850;21715029;UNIP;278810
133851;21714461;UNIP;278372
133852;21713438;UNIP;277469
133853;21308025;UNIP;216891
133854;21000730;UNIP;171770
133855;21713647;UNIP;277650
133856;21505159;UNIP;241527
133859;21710695;UNIP;275185
133860;20309907;UNIP;96573
133861;21507846;UNIP;243174
133862;20800429;UNIP;146879
133863;21408860;UNIP;230456
133864;20610946;UNIP;133447
133865;21202982;UNIP;200109
133866;21515351;UNIP;248644
133867;21714398;UNIP;278316
133868;21510880;UNIP;245021
133869;21208231;UNIP;204186
133870;21406503;UNIP;228958
133871;21711566;UNIP;275887
133872;21711509;UNIP;275840
133937;21710066;UNIP;274689
134012;631829;UNIP;586007
134014;21624007;UNIP;267689
134025;441277;UNIP;476656
134055;539723;UNIP;539021
134236;573843;UNIP;556666
134237;443318;UNIP;478059
134309;524046;UNIP;530956
134326;631867;UNIP;586011
134392;498629;UNIP;514774
134393;576209;UNIP;557689
134400;573853;UNIP;556671
134401;631827;UNIP;586005
134457;631786;UNIP;585996
134938;631787;UNIP;585997
134977;585798;UNIP;560674
135156;21713250;UNIP;277306
135171;21710212;UNIP;274805
135374;603860;UNIP;571933
135379;21623714;UNIP;267484
135417;549631;UNIP;544609
135546;21716693;UNIP;280268
135627;394473;UNIP;442371
135628;578722;UNIP;558660
135633;21108545;UNIP;191292
135682;500207;UNIP;516007
135741;169791;UNIP;362487
135803;21714575;UNIP;278459
135826;570265;UNIP;554970
135827;567572;UNIP;553401
135839;21711152;UNIP;275567
135887;672017;UNIP;598529
135987;21612940;UNIP;260175
136006;590476;UNIP;563387
136074;20810449;UNIP;155879
136075;21007267;UNIP;176072
136076;21408814;UNIP;230414
136077;21513111;UNIP;246702
136078;20709069;UNIP;143413
136088;21308128;UNIP;216988
136089;20402020;UNIP;102036
136091;21604580;UNIP;254311
136092;21613201;UNIP;260390
136093;21413212;UNIP;234470
136094;21105576;UNIP;188952
136099;20803335;UNIP;149388
136100;21613485;UNIP;260626
136202;21713693;UNIP;277691
136380;20601313;UNIP;124554
136381;20901589;UNIP;159535
73083;20703403;UNIP;138158
78982;21313366;UNIP;221707
87253;20811880;UNIP;157183
104990;20603814;UNIP;126864
104998;21413072;UNIP;234355
105006;20205818;UNIP;82160
105010;20302684;UNIP;89953
107781;21513251;UNIP;246821
108101;20200411;UNIP;77173
108412;21514841;UNIP;248203
108861;21517435;UNIP;250320
109191;21511871;UNIP;245739
109196;21513562;UNIP;247066
109310;21512095;UNIP;245918
109585;21412893;UNIP;234206
109859;21412303;UNIP;233676
109936;20900376;UNIP;158493
110216;21515949;UNIP;249098
110217;21520288;UNIP;252944
110232;21516026;UNIP;249157
111706;21515050;UNIP;248379
119384;21113692;UNIP;196086
119385;20812615;UNIP;157861
119511;21617440;UNIP;263596
119519;20903458;UNIP;160763
119525;21618280;UNIP;264129
119530;21612677;UNIP;259962
119536;21613004;UNIP;260227
119544;21617060;UNIP;263346
119562;21616957;UNIP;263265
119564;21616983;UNIP;263286
119578;21612303;UNIP;259678
120044;21511460;UNIP;245436
120930;20900654;UNIP;158737
121411;21514244;UNIP;247660
122181;21615691;UNIP;262260
122333;21614308;UNIP;261245
122334;21101713;UNIP;186170
122336;21616111;UNIP;262594
122902;21408870;UNIP;230465
123633;21510774;UNIP;244942
123695;21616510;UNIP;262908
123697;21612306;UNIP;259681
123698;21601473;UNIP;253484
123713;21518142;UNIP;250966
123714;21605138;UNIP;254685
123717;21616883;UNIP;263214
123718;21214456;UNIP;209597
123721;21408775;UNIP;230377
123722;21620430;UNIP;265461
124336;21511137;UNIP;245212
124743;21412200;UNIP;233580
125115;21714549;UNIP;278437
125116;21105387;UNIP;188808
125611;21208521;UNIP;204463
125653;21409209;UNIP;492182
125808;21310138;UNIP;218808
126590;20903546;UNIP;160830
126603;20908213;UNIP;164218
126604;21109225;UNIP;191925
127376;21617071;UNIP;263353
127601;21515861;UNIP;249047
127729;21112669;UNIP;195148
131489;21411399;UNIP;232822
131911;21103500;UNIP;187507
132640;21007760;UNIP;176522
132910;21414321;UNIP;235392
132911;20805681;UNIP;151503
136090;21110245;UNIP;192871
119527;21605112;UNIP;254668
120797;21104265;UNIP;188119
119555;21307273;UNIP;216196
127819;21109233;UNIP;191933
120051;21504558;UNIP;241151
120052;21101178;UNIP;185780
125339;21112648;UNIP;195129
110681;21001591;UNIP;172449
124771;21414317;UNIP;235388
125772;21504403;UNIP;241052
106082;21310972;UNIP;219580
111154;21515482;UNIP;248752
129406;21512628;UNIP;246312
131556;21414329;UNIP;235399
120059;21001585;UNIP;172445
119571;21604514;UNIP;254257
104881;21004031;UNIP;174358
111900;21613343;UNIP;260512
120057;21004105;UNIP;174419
119559;20305611;UNIP;92628
124886;21616270;UNIP;262720
109860;21519015;UNIP;251771
120063;21001167;UNIP;172102
120047;21408511;UNIP;230211
104838;20803723;UNIP;149739
121931;21516005;UNIP;249141
120060;21613257;UNIP;260434
125791;21300140;UNIP;210943
124864;21515936;UNIP;249087
71070;20800324;UNIP;146798
126594;21203869;UNIP;200843
104860;19501526;UNIP;18191
117290;21510945;UNIP;245067
119561;21613158;UNIP;260351
137323;605067;UNIP;572409
128726;21616248;UNIP;262703
123390;503305;UNIP;518616
122880;559656;UNIP;548261
124384;568893;UNIP;554319
126127;21513258;UNIP;246828
123080;21518900;UNIP;251666
110611;20304341;UNIP;91465
110440;21515044;UNIP;248374
133758;569729;UNIP;554657
120605;21615006;UNIP;261788
123649;21623515;UNIP;267325
73537;21008185;UNIP;176910
