IDSTEP;SGentreeIdSource;new
213838;UBFC_ADUM_ UBFC_104885;UBFC_ADUM_UBFC_104885
213809;UBFC_ADUM_ UBFC_104883;UBFC_ADUM_UBFC_104883
228175;UBFC_ADUM_ UBFC_104879;UBFC_ADUM_UBFC_104879
213807;UBFC_ADUM_ UBFC_104873;UBFC_ADUM_UBFC_104873
213834;UBFC_ADUM_ UBFC_104869;UBFC_ADUM_UBFC_104869
213831;UBFC_ADUM_ UBFC_104868;UBFC_ADUM_UBFC_104868
213830;UBFC_ADUM_ UBFC_104867;UBFC_ADUM_UBFC_104867
213829;UBFC_ADUM_ UBFC_104865;UBFC_ADUM_UBFC_104865
213826;UBFC_ADUM_ UBFC_104863;UBFC_ADUM_UBFC_104863
213825;UBFC_ADUM_ UBFC_104862;UBFC_ADUM_UBFC_104862
268450;UBFC_ADUM_ UBFC_104860;UBFC_ADUM_UBFC_104860
213800;UBFC_ADUM_ UBFC_104859;UBFC_ADUM_UBFC_104859
213824;UBFC_ADUM_ UBFC_104858;UBFC_ADUM_UBFC_104858
213823;UBFC_ADUM_ UBFC_104856;UBFC_ADUM_UBFC_104856
213789;UBFC_ADUM_ UBFC_104823;UBFC_ADUM_UBFC_104823
213762;UBFC_ADUM_ UBFC_104809;UBFC_ADUM_UBFC_104809
213761;UBFC_ADUM_ UBFC_104808;UBFC_ADUM_UBFC_104808
247232;UBFC_ADUM_ UBFC_104796;UBFC_ADUM_UBFC_104796
213741;UBFC_ADUM_ UBFC_104789;UBFC_ADUM_UBFC_104789
231481;UBFC_ADUM_ UBFC_104688;UBFC_ADUM_UBFC_104688
213584;UBFC_ADUM_ UBFC_104687;UBFC_ADUM_UBFC_104687
213550;UBFC_ADUM_ UBFC_104686;UBFC_ADUM_UBFC_104686
213545;UBFC_ADUM_ UBFC_104673;UBFC_ADUM_UBFC_104673
213520;UBFC_ADUM_ UBFC_104629;UBFC_ADUM_UBFC_104629
213385;UBFC_ADUM_ UBFC_104578;UBFC_ADUM_UBFC_104578
213362;UBFC_ADUM_ UBFC_104569;UBFC_ADUM_UBFC_104569
213170;UBFC_ADUM_ UBFC_104472;UBFC_ADUM_UBFC_104472
213196;UBFC_ADUM_ UBFC_104470;UBFC_ADUM_UBFC_104470
213187;UBFC_ADUM_ UBFC_104469;UBFC_ADUM_UBFC_104469
213185;UBFC_ADUM_ UBFC_104468;UBFC_ADUM_UBFC_104468
213184;UBFC_ADUM_ UBFC_104467;UBFC_ADUM_UBFC_104467
213183;UBFC_ADUM_ UBFC_104466;UBFC_ADUM_UBFC_104466
213182;UBFC_ADUM_ UBFC_104465;UBFC_ADUM_UBFC_104465
213181;UBFC_ADUM_ UBFC_104463;UBFC_ADUM_UBFC_104463
213164;UBFC_ADUM_ UBFC_104462;UBFC_ADUM_UBFC_104462
213161;UBFC_ADUM_ UBFC_104458;UBFC_ADUM_UBFC_104458
213175;UBFC_ADUM_ UBFC_104457;UBFC_ADUM_UBFC_104457
227102;UBFC_ADUM_ UBFC_104456;UBFC_ADUM_UBFC_104456
213173;UBFC_ADUM_ UBFC_104455;UBFC_ADUM_UBFC_104455
213124;UBFC_ADUM_ UBFC_104428;UBFC_ADUM_UBFC_104428
213140;UBFC_ADUM_ UBFC_104425;UBFC_ADUM_UBFC_104425
213119;UBFC_ADUM_ UBFC_104423;UBFC_ADUM_UBFC_104423
213139;UBFC_ADUM_ UBFC_104421;UBFC_ADUM_UBFC_104421
213138;UBFC_ADUM_ UBFC_104420;UBFC_ADUM_UBFC_104420
213137;UBFC_ADUM_ UBFC_104419;UBFC_ADUM_UBFC_104419
213136;UBFC_ADUM_ UBFC_104416;UBFC_ADUM_UBFC_104416
213117;UBFC_ADUM_ UBFC_104411;UBFC_ADUM_UBFC_104411
213134;UBFC_ADUM_ UBFC_104409;UBFC_ADUM_UBFC_104409
213132;UBFC_ADUM_ UBFC_104407;UBFC_ADUM_UBFC_104407
213111;UBFC_ADUM_ UBFC_104405;UBFC_ADUM_UBFC_104405
213113;UBFC_ADUM_ UBFC_104404;UBFC_ADUM_UBFC_104404
213112;UBFC_ADUM_ UBFC_104403;UBFC_ADUM_UBFC_104403
213059;UBFC_ADUM_ UBFC_104356;UBFC_ADUM_UBFC_104356
213038;UBFC_ADUM_ UBFC_104339;UBFC_ADUM_UBFC_104339
213034;UBFC_ADUM_ UBFC_104331;UBFC_ADUM_UBFC_104331
212980;UBFC_ADUM_ UBFC_104298;UBFC_ADUM_UBFC_104298
223903;UBFC_ADUM_ UBFC_104293;UBFC_ADUM_UBFC_104293
212943;UBFC_ADUM_ UBFC_104267;UBFC_ADUM_UBFC_104267
212964;UBFC_ADUM_ UBFC_104264;UBFC_ADUM_UBFC_104264
212839;UBFC_ADUM_ UBFC_104222;UBFC_ADUM_UBFC_104222
212822;UBFC_ADUM_ UBFC_104220;UBFC_ADUM_UBFC_104220
212834;UBFC_ADUM_ UBFC_104202;UBFC_ADUM_UBFC_104202
212833;UBFC_ADUM_ UBFC_104197;UBFC_ADUM_UBFC_104197
212815;UBFC_ADUM_ UBFC_104186;UBFC_ADUM_UBFC_104186
229232;UBFC_ADUM_ UBFC_104183;UBFC_ADUM_UBFC_104183
212814;UBFC_ADUM_ UBFC_104182;UBFC_ADUM_UBFC_104182
227059;UBFC_ADUM_ UBFC_104181;UBFC_ADUM_UBFC_104181
212808;UBFC_ADUM_ UBFC_104179;UBFC_ADUM_UBFC_104179
212806;UBFC_ADUM_ UBFC_104175;UBFC_ADUM_UBFC_104175
212787;UBFC_ADUM_ UBFC_104132;UBFC_ADUM_UBFC_104132
212687;UBFC_ADUM_ UBFC_103982;UBFC_ADUM_UBFC_103982
212517;UBFC_ADUM_ UBFC_103841;UBFC_ADUM_UBFC_103841
212532;UBFC_ADUM_ UBFC_103840;UBFC_ADUM_UBFC_103840
212516;UBFC_ADUM_ UBFC_103838;UBFC_ADUM_UBFC_103838
212515;UBFC_ADUM_ UBFC_103837;UBFC_ADUM_UBFC_103837
212514;UBFC_ADUM_ UBFC_103836;UBFC_ADUM_UBFC_103836
212499;UBFC_ADUM_ UBFC_103808;UBFC_ADUM_UBFC_103808
212364;UBFC_ADUM_ UBFC_103787;UBFC_ADUM_UBFC_103787
232477;UBFC_ADUM_ UBFC_103520;UBFC_ADUM_UBFC_103520
230866;UBFC_ADUM_ UBFC_103470;UBFC_ADUM_UBFC_103470
217673;UBFC_ADUM_ UBFC_103450;UBFC_ADUM_UBFC_103450
212116;UBFC_ADUM_ UBFC_103373;UBFC_ADUM_UBFC_103373
212102;UBFC_ADUM_ UBFC_103372;UBFC_ADUM_UBFC_103372
212033;UBFC_ADUM_ UBFC_103341;UBFC_ADUM_UBFC_103341
211988;UBFC_ADUM_ UBFC_103302;UBFC_ADUM_UBFC_103302
211958;UBFC_ADUM_ UBFC_103267;UBFC_ADUM_UBFC_103267
211957;UBFC_ADUM_ UBFC_103265;UBFC_ADUM_UBFC_103265
211938;UBFC_ADUM_ UBFC_103264;UBFC_ADUM_UBFC_103264
211954;UBFC_ADUM_ UBFC_103253;UBFC_ADUM_UBFC_103253
211930;UBFC_ADUM_ UBFC_103245;UBFC_ADUM_UBFC_103245
211884;UBFC_ADUM_ UBFC_103239;UBFC_ADUM_UBFC_103239
211860;UBFC_ADUM_ UBFC_103206;UBFC_ADUM_UBFC_103206
211818;UBFC_ADUM_ UBFC_103157;UBFC_ADUM_UBFC_103157
211599;UBFC_ADUM_ UBFC_103077;UBFC_ADUM_UBFC_103077
211598;UBFC_ADUM_ UBFC_103076;UBFC_ADUM_UBFC_103076
211537;UBFC_ADUM_ UBFC_103035;UBFC_ADUM_UBFC_103035
211536;UBFC_ADUM_ UBFC_103032;UBFC_ADUM_UBFC_103032
211534;UBFC_ADUM_ UBFC_103031;UBFC_ADUM_UBFC_103031
238176;UBFC_ADUM_ UBFC_103029;UBFC_ADUM_UBFC_103029
211532;UBFC_ADUM_ UBFC_103028;UBFC_ADUM_UBFC_103028
211517;UBFC_ADUM_ UBFC_103027;UBFC_ADUM_UBFC_103027
211510;UBFC_ADUM_ UBFC_103023;UBFC_ADUM_UBFC_103023
211509;UBFC_ADUM_ UBFC_103022;UBFC_ADUM_UBFC_103022
211508;UBFC_ADUM_ UBFC_103021;UBFC_ADUM_UBFC_103021
211499;UBFC_ADUM_ UBFC_103009;UBFC_ADUM_UBFC_103009
211496;UBFC_ADUM_ UBFC_103006;UBFC_ADUM_UBFC_103006
211464;UBFC_ADUM_ UBFC_102975;UBFC_ADUM_UBFC_102975
211451;UBFC_ADUM_ UBFC_102959;UBFC_ADUM_UBFC_102959
211283;UBFC_ADUM_ UBFC_102887;UBFC_ADUM_UBFC_102887
211251;UBFC_ADUM_ UBFC_102883;UBFC_ADUM_UBFC_102883
211175;UBFC_ADUM_ UBFC_102825;UBFC_ADUM_UBFC_102825
211165;UBFC_ADUM_ UBFC_102810;UBFC_ADUM_UBFC_102810
211118;UBFC_ADUM_ UBFC_102751;UBFC_ADUM_UBFC_102751
211099;UBFC_ADUM_ UBFC_102750;UBFC_ADUM_UBFC_102750
211098;UBFC_ADUM_ UBFC_102748;UBFC_ADUM_UBFC_102748
211117;UBFC_ADUM_ UBFC_102747;UBFC_ADUM_UBFC_102747
211025;UBFC_ADUM_ UBFC_102727;UBFC_ADUM_UBFC_102727
211048;UBFC_ADUM_ UBFC_102726;UBFC_ADUM_UBFC_102726
211009;UBFC_ADUM_ UBFC_102696;UBFC_ADUM_UBFC_102696
211008;UBFC_ADUM_ UBFC_102694;UBFC_ADUM_UBFC_102694
210988;UBFC_ADUM_ UBFC_102693;UBFC_ADUM_UBFC_102693
211007;UBFC_ADUM_ UBFC_102691;UBFC_ADUM_UBFC_102691
211005;UBFC_ADUM_ UBFC_102690;UBFC_ADUM_UBFC_102690
210986;UBFC_ADUM_ UBFC_102688;UBFC_ADUM_UBFC_102688
210930;UBFC_ADUM_ UBFC_102658;UBFC_ADUM_UBFC_102658
210943;UBFC_ADUM_ UBFC_102657;UBFC_ADUM_UBFC_102657
210929;UBFC_ADUM_ UBFC_102656;UBFC_ADUM_UBFC_102656
210942;UBFC_ADUM_ UBFC_102655;UBFC_ADUM_UBFC_102655
210941;UBFC_ADUM_ UBFC_102654;UBFC_ADUM_UBFC_102654
210928;UBFC_ADUM_ UBFC_102653;UBFC_ADUM_UBFC_102653
227457;UBFC_ADUM_ UBFC_102636;UBFC_ADUM_UBFC_102636
210924;UBFC_ADUM_ UBFC_102635;UBFC_ADUM_UBFC_102635
210821;UBFC_ADUM_ UBFC_102487;UBFC_ADUM_UBFC_102487
210791;UBFC_ADUM_ UBFC_102458;UBFC_ADUM_UBFC_102458
210717;UBFC_ADUM_ UBFC_102375;UBFC_ADUM_UBFC_102375
210658;UBFC_ADUM_ UBFC_102361;UBFC_ADUM_UBFC_102361
210652;UBFC_ADUM_ UBFC_102349;UBFC_ADUM_UBFC_102349
210630;UBFC_ADUM_ UBFC_102342;UBFC_ADUM_UBFC_102342
210618;UBFC_ADUM_ UBFC_102282;UBFC_ADUM_UBFC_102282
210514;UBFC_ADUM_ UBFC_102148;UBFC_ADUM_UBFC_102148
210491;UBFC_ADUM_ UBFC_102141;UBFC_ADUM_UBFC_102141
210470;UBFC_ADUM_ UBFC_102136;UBFC_ADUM_UBFC_102136
210469;UBFC_ADUM_ UBFC_102134;UBFC_ADUM_UBFC_102134
210468;UBFC_ADUM_ UBFC_102133;UBFC_ADUM_UBFC_102133
210467;UBFC_ADUM_ UBFC_102132;UBFC_ADUM_UBFC_102132
210488;UBFC_ADUM_ UBFC_102131;UBFC_ADUM_UBFC_102131
210408;UBFC_ADUM_ UBFC_102087;UBFC_ADUM_UBFC_102087
210396;UBFC_ADUM_ UBFC_102080;UBFC_ADUM_UBFC_102080
210299;UBFC_ADUM_ UBFC_102029;UBFC_ADUM_UBFC_102029
210320;UBFC_ADUM_ UBFC_102028;UBFC_ADUM_UBFC_102028
210319;UBFC_ADUM_ UBFC_102027;UBFC_ADUM_UBFC_102027
210259;UBFC_ADUM_ UBFC_102017;UBFC_ADUM_UBFC_102017
209991;UBFC_ADUM_ UBFC_101830;UBFC_ADUM_UBFC_101830
209990;UBFC_ADUM_ UBFC_101829;UBFC_ADUM_UBFC_101829
209971;UBFC_ADUM_ UBFC_101789;UBFC_ADUM_UBFC_101789
209944;UBFC_ADUM_ UBFC_101764;UBFC_ADUM_UBFC_101764
209927;UBFC_ADUM_ UBFC_101744;UBFC_ADUM_UBFC_101744
209924;UBFC_ADUM_ UBFC_101741;UBFC_ADUM_UBFC_101741
209922;UBFC_ADUM_ UBFC_101736;UBFC_ADUM_UBFC_101736
209921;UBFC_ADUM_ UBFC_101735;UBFC_ADUM_UBFC_101735
209935;UBFC_ADUM_ UBFC_101733;UBFC_ADUM_UBFC_101733
209912;UBFC_ADUM_ UBFC_101703;UBFC_ADUM_UBFC_101703
209898;UBFC_ADUM_ UBFC_101696;UBFC_ADUM_UBFC_101696
209896;UBFC_ADUM_ UBFC_101695;UBFC_ADUM_UBFC_101695
209827;UBFC_ADUM_ UBFC_101667;UBFC_ADUM_UBFC_101667
255969;UBFC_ADUM_ UBFC_101577;UBFC_ADUM_UBFC_101577
209775;UBFC_ADUM_ UBFC_101574;UBFC_ADUM_UBFC_101574
209774;UBFC_ADUM_ UBFC_101573;UBFC_ADUM_UBFC_101573
209773;UBFC_ADUM_ UBFC_101572;UBFC_ADUM_UBFC_101572
209581;UBFC_ADUM_ UBFC_101465;UBFC_ADUM_UBFC_101465
209573;UBFC_ADUM_ UBFC_101448;UBFC_ADUM_UBFC_101448
209572;UBFC_ADUM_ UBFC_101447;UBFC_ADUM_UBFC_101447
209560;UBFC_ADUM_ UBFC_101446;UBFC_ADUM_UBFC_101446
209550;UBFC_ADUM_ UBFC_101445;UBFC_ADUM_UBFC_101445
209553;UBFC_ADUM_ UBFC_101437;UBFC_ADUM_UBFC_101437
209530;UBFC_ADUM_ UBFC_101432;UBFC_ADUM_UBFC_101432
209524;UBFC_ADUM_ UBFC_101414;UBFC_ADUM_UBFC_101414
209447;UBFC_ADUM_ UBFC_101355;UBFC_ADUM_UBFC_101355
209445;UBFC_ADUM_ UBFC_101351;UBFC_ADUM_UBFC_101351
209440;UBFC_ADUM_ UBFC_101343;UBFC_ADUM_UBFC_101343
209438;UBFC_ADUM_ UBFC_101341;UBFC_ADUM_UBFC_101341
209242;UBFC_ADUM_ UBFC_101186;UBFC_ADUM_UBFC_101186
208946;UBFC_ADUM_ UBFC_101023;UBFC_ADUM_UBFC_101023
208945;UBFC_ADUM_ UBFC_101022;UBFC_ADUM_UBFC_101022
208893;UBFC_ADUM_ UBFC_100975;UBFC_ADUM_UBFC_100975
208889;UBFC_ADUM_ UBFC_100971;UBFC_ADUM_UBFC_100971
208767;UBFC_ADUM_ UBFC_100911;UBFC_ADUM_UBFC_100911
208774;UBFC_ADUM_ UBFC_100897;UBFC_ADUM_UBFC_100897
208743;UBFC_ADUM_ UBFC_100877;UBFC_ADUM_UBFC_100877
208670;UBFC_ADUM_ UBFC_100841;UBFC_ADUM_UBFC_100841
208690;UBFC_ADUM_ UBFC_100838;UBFC_ADUM_UBFC_100838
208667;UBFC_ADUM_ UBFC_100837;UBFC_ADUM_UBFC_100837
208688;UBFC_ADUM_ UBFC_100836;UBFC_ADUM_UBFC_100836
208687;UBFC_ADUM_ UBFC_100835;UBFC_ADUM_UBFC_100835
208663;UBFC_ADUM_ UBFC_100823;UBFC_ADUM_UBFC_100823
208654;UBFC_ADUM_ UBFC_100818;UBFC_ADUM_UBFC_100818
208652;UBFC_ADUM_ UBFC_100815;UBFC_ADUM_UBFC_100815
208648;UBFC_ADUM_ UBFC_100814;UBFC_ADUM_UBFC_100814
208646;UBFC_ADUM_ UBFC_100811;UBFC_ADUM_UBFC_100811
208645;UBFC_ADUM_ UBFC_100810;UBFC_ADUM_UBFC_100810
208603;UBFC_ADUM_ UBFC_100775;UBFC_ADUM_UBFC_100775
208372;UBFC_ADUM_ UBFC_100694;UBFC_ADUM_UBFC_100694
208098;UBFC_ADUM_ UBFC_100487;UBFC_ADUM_UBFC_100487
208093;UBFC_ADUM_ UBFC_100481;UBFC_ADUM_UBFC_100481
208077;UBFC_ADUM_ UBFC_100475;UBFC_ADUM_UBFC_100475
232089;UBFC_ADUM_ UBFC_100474;UBFC_ADUM_UBFC_100474
208074;UBFC_ADUM_ UBFC_100469;UBFC_ADUM_UBFC_100469
207951;UBFC_ADUM_ UBFC_100364;UBFC_ADUM_UBFC_100364
